join_id,TMAS Station ID,TMAS Latitude,TMAS Longitude,TMAS Functional Class,time_period,time_value,total_crashes,fatal_crashes,serious_injuries,vehicle_count,traffic_observation_days,average_vehicle_count
9,000009,33.75873,-84.37843,1U,month,6,19,0,0,8942797,28,319385.61
9,000009,33.75873,-84.37843,1U,month,7,22,0,1,9833016,31,317194.06
9,000009,33.75873,-84.37843,1U,month,8,15,0,0,9678811,31,312219.71
9,000009,33.75873,-84.37843,1U,month,9,23,0,0,9067668,29,312678.21
9,000009,33.75873,-84.37843,1U,month,10,19,0,1,9732665,31,313956.94
9,000009,33.75873,-84.37843,1U,month,11,22,0,0,7778161,27,288080.04
9,000009,33.75873,-84.37843,1U,month,12,25,0,0,8686280,31,280202.58
R356,00R356,33.79647,-84.39434,1U,month,1,15,0,0,1041707,31,33603.45
R356,00R356,33.79647,-84.39434,1U,month,2,8,0,0,1081155,28,38612.68
R356,00R356,33.79647,-84.39434,1U,month,3,11,0,0,1222060,31,39421.29
R356,00R356,33.79647,-84.39434,1U,month,4,9,0,0,1204098,30,40136.6
R356,00R356,33.79647,-84.39434,1U,month,5,5,0,1,1251355,31,40366.29
R356,00R356,33.79647,-84.39434,1U,month,6,9,0,0,1210228,30,40340.93
R356,00R356,33.79647,-84.39434,1U,month,7,17,1,0,1175888,31,37931.87
R356,00R356,33.79647,-84.39434,1U,month,8,9,0,0,1197917,30,39930.57
R356,00R356,33.79647,-84.39434,1U,month,9,6,0,0,1218750,30,40625.0
R356,00R356,33.79647,-84.39434,1U,month,10,7,0,0,1210106,31,39035.68
R356,00R356,33.79647,-84.39434,1U,month,11,8,0,1,1122552,30,37418.4
R356,00R356,33.79647,-84.39434,1U,month,12,8,0,0,1131301,31,36493.58
R357,00R357,33.6864,-84.401,1U,month,1,2,0,0,1477737,31,47668.94
R357,00R357,33.6864,-84.401,1U,month,2,3,0,0,1442805,28,51528.75
R357,00R357,33.6864,-84.401,1U,month,3,1,0,0,1658942,31,53514.26
R357,00R357,33.6864,-84.401,1U,month,4,3,0,0,1618964,30,53965.47
R357,00R357,33.6864,-84.401,1U,month,5,5,0,0,1749453,31,56433.97
R357,00R357,33.6864,-84.401,1U,month,6,8,0,0,1662515,30,55417.17
R357,00R357,33.6864,-84.401,1U,month,7,4,0,0,1712715,31,55248.87
R357,00R357,33.6864,-84.401,1U,month,8,7,0,1,1711469,31,55208.68
R357,00R357,33.6864,-84.401,1U,month,9,7,1,0,1643616,30,54787.2
R357,00R357,33.6864,-84.401,1U,month,10,3,0,0,1684691,31,54344.87
R357,00R357,33.6864,-84.401,1U,month,11,7,0,0,1601632,30,53387.73
R357,00R357,33.6864,-84.401,1U,month,12,8,0,0,1618718,31,52216.71
R365,00R365,33.7976,-84.3941,1U,month,1,18,0,0,695128,31,22423.48
R365,00R365,33.7976,-84.3941,1U,month,2,16,0,0,685767,28,24491.68
R365,00R365,33.7976,-84.3941,1U,month,3,22,0,0,758638,31,24472.19
R365,00R365,33.7976,-84.3941,1U,month,4,20,0,0,715648,30,23854.93
R365,00R365,33.7976,-84.3941,1U,month,5,14,0,0,738191,31,23812.61
R365,00R365,33.7976,-84.3941,1U,month,6,12,0,1,723910,30,24130.33
R365,00R365,33.7976,-84.3941,1U,month,7,22,0,0,718954,31,23192.06
R365,00R365,33.7976,-84.3941,1U,month,8,13,0,0,755795,31,24380.48
R365,00R365,33.7976,-84.3941,1U,month,9,18,0,0,684016,30,22800.53
R365,00R365,33.7976,-84.3941,1U,month,10,23,1,0,697361,30,23245.37
R365,00R365,33.7976,-84.3941,1U,month,11,21,0,0,630653,29,21746.66
R365,00R365,33.7976,-84.3941,1U,month,12,21,0,0,691514,31,22306.9
R376,00R376,33.76358,-84.4916,1U,month,1,8,0,0,595250,31,19201.61
R376,00R376,33.76358,-84.4916,1U,month,2,12,0,2,585324,28,20904.43
R376,00R376,33.76358,-84.4916,1U,month,3,11,0,0,618402,29,21324.21
R376,00R376,33.76358,-84.4916,1U,month,4,13,0,2,641217,30,21373.9
R376,00R376,33.76358,-84.4916,1U,month,5,11,0,1,656539,31,21178.68
R376,00R376,33.76358,-84.4916,1U,month,6,10,0,0,635582,30,21186.07
R376,00R376,33.76358,-84.4916,1U,month,7,11,0,1,654432,31,21110.71
R376,00R376,33.76358,-84.4916,1U,month,8,13,0,0,649327,31,20946.03
R376,00R376,33.76358,-84.4916,1U,month,9,11,0,0,621448,30,20714.93
R376,00R376,33.76358,-84.4916,1U,month,10,6,0,0,648969,31,20934.48
R376,00R376,33.76358,-84.4916,1U,month,11,19,0,2,604128,30,20137.6
R376,00R376,33.76358,-84.4916,1U,month,12,11,0,0,612914,31,19771.42
R378,00R378,33.79504,-84.392,1U,month,1,16,0,0,848503,31,27371.06
R378,00R378,33.79504,-84.392,1U,month,2,8,0,0,883605,28,31557.32
R378,00R378,33.79504,-84.392,1U,month,3,14,0,0,970500,30,32350.0
R378,00R378,33.79504,-84.392,1U,month,4,14,0,1,959021,30,31967.37
R378,00R378,33.79504,-84.392,1U,month,5,11,0,1,1005004,31,32419.48
R378,00R378,33.79504,-84.392,1U,month,6,5,0,0,975310,30,32510.33
R378,00R378,33.79504,-84.392,1U,month,7,17,0,0,908669,31,29311.9
R378,00R378,33.79504,-84.392,1U,month,8,14,0,0,994076,30,33135.87
R378,00R378,33.79504,-84.392,1U,month,9,19,0,0,965410,30,32180.33
R378,00R378,33.79504,-84.392,1U,month,10,15,0,1,925780,31,29863.87
R378,00R378,33.79504,-84.392,1U,month,11,8,0,0,866377,30,28879.23
R378,00R378,33.79504,-84.392,1U,month,12,12,0,0,870516,31,28081.16
