Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"005-8034",6R : Rural Minor Collector,31.672800,-82.465400,2025,110,Estimated,12,5,0,0,0.1296,0.57,140,Short Term
"005-8035",6R : Rural Minor Collector,31.532850,-82.286590,2025,180,Estimated,26,16,2.89,2.312,0.2081,0.81,260,Short Term
"005-8036",7R : Rural Local,31.551536,-82.477316,2025,1640,Estimated,77,32,0.039,0.02,0.1397,0.52,2070,Short Term
"007-0101",4R : Rural Minor Arterial,31.135950,-84.519157,2025,690,Actual,96,80,1.739,1.014,0.1145,0.59,990,Short Term
"007-0105",5R : Rural Major Collector,31.241009,-84.526824,2025,100,Estimated,13,10,1.961,1.961,0.1667,0.76,130,Short Term
"007-0110",4R : Rural Minor Arterial,31.189910,-84.519414,2025,2130,Estimated,160,534,0.433,2.166,0.0895,0.51,3500,Short Term
"007-0112",4R : Rural Minor Arterial,31.211966,-84.481817,2025,2530,Actual,240,508,0.711,1.5,0.0904,0.54,3190,Short Term
"007-0114",4R : Rural Minor Arterial,31.276130,-84.381199,2025,3530,Estimated,240,674,0.832,1.135,0.0791,0.56,6040,Short Term
"007-0118",4R : Rural Minor Arterial,31.312783,-84.347584,2025,4700,Estimated,319,398,0.675,0.457,0.0879,0.51,5920,Short Term
"007-0119",4R : Rural Minor Arterial,31.324120,-84.341278,2025,4910,Estimated,327,489,0.342,0.855,0.0841,0.55,6250,Short Term
"007-0122",4R : Rural Minor Arterial,31.334339,-84.321298,2025,3000,Actual,205,335,0.425,0.566,0.0889,0.51,4130,Short Term
"007-0124",4R : Rural Minor Arterial,31.393407,-84.278284,2025,3230,Estimated,276,575,0.421,0.939,0.0874,0.59,4230,Short Term
"007-0126",5R : Rural Major Collector,31.272721,-84.545286,2025,350,Estimated,,,,,0.1194,0.56,440,Short Term
"007-0128",6R : Rural Minor Collector,31.330997,-84.526389,2025,140,Estimated,27,4,3.623,0,0.1449,0.8,180,Short Term
"007-0129",5R : Rural Major Collector,31.405466,-84.522790,2025,210,Estimated,32,6,3.865,0,0.1449,0.5,270,Short Term
"007-0131",5R : Rural Major Collector,31.321442,-84.577242,2025,150,Estimated,13,4,0.671,0,0.1477,0.82,190,Short Term
"007-0133",5R : Rural Major Collector,31.404279,-84.596246,2025,100,Estimated,1,4,0,0,0.1237,0.5,130,Short Term
"007-0135",5R : Rural Major Collector,31.266828,-84.599101,2025,230,Estimated,29,4,2.222,0,0.1244,0.54,290,Short Term
"007-0137",5R : Rural Major Collector,31.294612,-84.606482,2025,360,Estimated,22,72,0.284,2.557,0.1392,0.57,450,Short Term
"007-0139",5R : Rural Major Collector,31.287804,-84.576145,2025,590,Estimated,,,,,0.1132,0.52,740,Short Term
"007-0141",5R : Rural Major Collector,31.273469,-84.499406,2025,540,Actual,47,21,0.554,0.554,0.1195,0.54,700,Short Term
"007-0143",5R : Rural Major Collector,31.282834,-84.425369,2025,800,Actual,,,,,0.1031,0.74,1010,Short Term
"007-0145",5R : Rural Major Collector,31.301259,-84.384836,2025,1020,Estimated,47,47,0.04,0.045,0.103,0.6,1290,Short Term
"007-0147",5R : Rural Major Collector,31.313658,-84.350039,2025,740,Estimated,,,,,0.0929,0.68,930,Short Term
"007-0149",5R : Rural Major Collector,31.313378,-84.344007,2025,300,Actual,19,3,1.65,0.66,0.1089,0.7,380,Short Term
"007-0150",5R : Rural Major Collector,31.316482,-84.335720,2025,160,Actual,8,0,0,0,0.1235,0.55,200,Short Term
"007-0152",5R : Rural Major Collector,31.324229,-84.335347,2025,140,Estimated,8,3,0,0,0.1268,0.67,180,Short Term
"007-0154",5R : Rural Major Collector,31.332800,-84.618769,2025,110,Estimated,,,,,0.1253,0.57,140,Short Term
"007-0157",5R : Rural Major Collector,31.376868,-84.603111,2025,420,Actual,50,74,2.37,2.133,0.1209,0.59,530,Short Term
"007-0159",5R : Rural Major Collector,31.370135,-84.529596,2025,430,Estimated,50,48,0.094,0.111,0.0903,0.68,540,Short Term
"007-0161",6R : Rural Minor Collector,31.389850,-84.390222,2025,140,Estimated,,,,,0.1395,0.52,180,Short Term
"007-0163",5R : Rural Major Collector,31.373277,-84.331359,2025,610,Estimated,,,,,0.1235,0.52,950,Short Term
"007-0165",5R : Rural Major Collector,31.416356,-84.330321,2025,540,Actual,17,17,1.115,0.929,0.119,0.55,740,Short Term
"007-0167",4R : Rural Minor Arterial,31.308341,-84.341912,2025,3670,Estimated,291,380,0.764,0.738,0.0996,0.52,4620,Short Term
"007-0169",4R : Rural Minor Arterial,31.312785,-84.351747,2025,1830,Estimated,147,329,1.064,1.064,0.0954,0.56,2310,Short Term
"007-0171",4R : Rural Minor Arterial,31.315541,-84.355251,2025,1140,Estimated,65,230,0.051,0.201,0.092,0.66,1440,Short Term
"007-0173",4R : Rural Minor Arterial,31.319994,-84.363552,2025,1550,Estimated,120,250,0.842,0.842,0.0848,0.65,1950,Short Term
"007-0175",4R : Rural Minor Arterial,31.343698,-84.446821,2025,1080,Estimated,108,168,0.964,1.254,0.0944,0.66,1360,Short Term
"007-0177",4R : Rural Minor Arterial,31.390288,-84.481751,2025,650,Estimated,79,94,1.26,1.26,0.0929,0.56,820,Short Term
"007-8005",7R : Rural Local,31.307034,-84.409026,2025,120,Estimated,11,3,0,0.826,0.124,0.53,150,Short Term
"007-8012",6R : Rural Minor Collector,31.405211,-84.303555,2025,20,Estimated,1,0,0,0,0.8824,0.53,30,Short Term
"007-8013",7R : Rural Local,31.367896,-84.470367,2025,90,Estimated,,,,,0.183,0.53,110,Short Term
"007-8014",7R : Rural Local,31.197958,-84.482635,2025,40,Actual,1,0,0,0,0.1892,0.57,50,Short Term
"007-8015",7R : Rural Local,31.218949,-84.515102,2025,110,Estimated,,,,,0.1367,0.53,140,Short Term
"007-8016",7R : Rural Local,31.341874,-84.512194,2025,150,Estimated,23,3,2.013,0,0.1208,0.67,190,Short Term
"009-0101",6U : Urban Minor Collector,33.077100,-83.225161,2025,1950,Actual,105,4,0.462,0,0.1545,0.8,3150,Short Term
"009-0103",4U : Urban Minor Arterial,33.078877,-83.222870,2025,9100,Estimated,192,56,0.224,0.034,0.0954,0.56,11500,Short Term
"009-0104",6U : Urban Minor Collector,33.048881,-83.223599,2025,850,Estimated,,,,,0.0923,0.56,1070,Short Term
"009-0107",4R : Rural Minor Arterial,33.058678,-83.364393,2025,6280,Estimated,323,160,0.257,0.129,0.1017,0.59,7910,Short Term
"009-0112",4R : Rural Minor Arterial,33.081521,-83.299701,2025,7950,Estimated,417,156,0.432,0.14,0.1042,0.56,10000,Short Term
"009-0114",4U : Urban Minor Arterial,33.096099,-83.263703,2025,15000,Actual,798,350,0.401,0.087,0.1116,0.63,18900,Short Term
"009-0116",4U : Urban Minor Arterial,33.091427,-83.251398,2025,9470,Estimated,381,110,0.213,0.117,0.097,0.63,11900,Short Term
"009-0118",4U : Urban Minor Arterial,33.083154,-83.245135,2025,5200,Estimated,201,67,0.331,0.117,0.1087,0.55,6550,Short Term
"009-0121",4U : Urban Minor Arterial,33.082075,-83.238106,2025,5710,Estimated,277,55,0.266,0.053,0.099,0.62,7200,Short Term
"009-0123",4U : Urban Minor Arterial,33.082877,-83.233843,2025,7000,Estimated,353,98,0.245,0.043,0.0886,0.51,8820,Short Term
"009-0125",4U : Urban Minor Arterial,33.083566,-83.230322,2025,5140,Estimated,266,86,0.393,0.059,0.0962,0.56,6480,Short Term
"009-0127",4U : Urban Minor Arterial,33.083810,-83.229103,2025,4960,Actual,249,92,0.403,0.04,0.0881,0.59,6250,Short Term
"009-0129",4U : Urban Minor Arterial,33.084244,-83.226892,2025,4080,Estimated,229,86,0.446,0.248,0.1091,0.65,5140,Short Term
"009-0132",4U : Urban Minor Arterial,33.084603,-83.225052,2025,12200,Estimated,433,133,0.248,0.058,0.0891,0.53,15400,Short Term
"009-0136",4U : Urban Minor Arterial,33.082987,-83.224034,2025,15900,Estimated,1167,338,0.589,0.295,0.1141,0.62,24000,Short Term
"009-0138",4R : Rural Minor Arterial,33.083024,-83.218111,2025,15500,Estimated,714,348,0.286,0.124,0.1012,0.58,19500,Short Term
"009-0141",4R : Rural Minor Arterial,33.085100,-83.208327,2025,11600,Estimated,795,408,0.558,0.177,0.094,0.62,14600,Short Term
"009-0143",3R : Rural Principal Arterial - Other,32.994566,-83.204138,2025,4870,Estimated,432,1199,0.736,2.083,0.0848,0.5,8160,Short Term
"009-0145",4R : Rural Minor Arterial,33.111920,-83.140241,2025,3360,Estimated,207,254,0.428,0.489,0.0932,0.65,4230,Short Term
"009-0147",3R : Rural Principal Arterial - Other,33.031984,-83.174957,2025,4720,Estimated,327,888,0.892,0.934,0.097,0.5,6970,Short Term
"009-0152",4R : Rural Minor Arterial,33.050327,-83.122523,2025,2670,Estimated,210,295,0.5,0.846,0.085,0.51,3360,Short Term
"009-0156",4R : Rural Minor Arterial,33.086990,-83.172170,2025,7740,Actual,279,323,0.297,0.388,0.0954,0.58,9750,CCS
"009-0158",4U : Urban Minor Arterial,33.089090,-83.236262,2025,13000,Estimated,353,82,0.203,0.008,0.089,0.51,17200,Short Term
"009-0161",4U : Urban Minor Arterial,33.097919,-83.244663,2025,26900,Estimated,604,133,0.113,0.023,0.0905,0.51,33900,Short Term
"009-0165",3U : Urban Principal Arterial - Other,33.110120,-83.255660,2025,38500,Estimated,,,,,0.0901,0.51,48500,Short Term
"009-0167",3R : Rural Principal Arterial - Other,33.143595,-83.271648,2025,23900,Estimated,875,792,0.272,0.119,0.0904,0.51,32600,Short Term
"009-0172",3R : Rural Principal Arterial - Other,33.005774,-83.221214,2025,5000,Estimated,351,674,0.687,0.869,0.0938,0.53,6300,Short Term
"009-0174",4U : Urban Minor Arterial,33.035230,-83.236071,2025,3820,Actual,138,72,0.392,0,0.0944,0.56,4810,Short Term
"009-0176",4U : Urban Minor Arterial,33.045177,-83.232383,2025,4560,Estimated,192,40,0.377,0.044,0.1007,0.56,5750,Short Term
"009-0178",4U : Urban Minor Arterial,33.057961,-83.230209,2025,6260,Estimated,183,37,0.242,0.032,0.0951,0.56,7890,Short Term
"009-0181",4U : Urban Minor Arterial,33.067637,-83.223585,2025,7120,Estimated,210,32,0.227,0.028,0.0922,0.57,8970,Short Term
"009-0183",4U : Urban Minor Arterial,33.069290,-83.223855,2025,9100,Estimated,332,32,0.389,0.011,0.1008,0.53,11500,Short Term
"009-0185",4U : Urban Minor Arterial,33.074267,-83.225128,2025,7670,Estimated,243,40,0.25,0.04,0.091,0.51,9660,Short Term
"009-0187",4U : Urban Minor Arterial,33.076777,-83.226828,2025,3510,Estimated,165,10,0.288,0.029,0.093,0.51,4420,Short Term
"009-0189",4U : Urban Minor Arterial,33.076452,-83.228514,2025,6050,Estimated,640,98,0.5,0.345,0.1043,0.57,7620,Short Term
"009-0192",4U : Urban Minor Arterial,33.077797,-83.231423,2025,2200,Estimated,66,25,0.238,0.048,0.0905,0.62,2770,Short Term
"009-0194",4U : Urban Minor Arterial,33.081876,-83.232555,2025,4520,Estimated,234,12,0.313,0.022,0.0989,0.51,5700,Short Term
"009-0196",4R : Rural Minor Arterial,33.012766,-83.344915,2025,5260,Estimated,620,324,0.593,0.388,0.0965,0.52,6630,Short Term
"009-0201",4R : Rural Minor Arterial,33.048018,-83.292703,2025,6000,Estimated,303,301,0.371,0.354,0.1016,0.59,7560,Short Term
"009-0205",4U : Urban Minor Arterial,33.075629,-83.245768,2025,11700,Estimated,521,125,0.389,0.121,0.0906,0.55,14700,Short Term
"009-0207",4U : Urban Minor Arterial,33.079524,-83.235813,2025,7010,Estimated,267,124,0.159,0.087,0.0949,0.58,8830,Short Term
"009-0212",4U : Urban Minor Arterial,33.080461,-83.230992,2025,6860,Estimated,281,142,0.339,0.059,0.0867,0.54,8640,Short Term
"009-0214",4U : Urban Minor Arterial,33.081112,-83.227663,2025,5870,Estimated,222,93,0.293,0.069,0.0986,0.53,7400,Short Term
"009-0216",4U : Urban Minor Arterial,33.081353,-83.226453,2025,6680,Estimated,,,,,0.0955,0.5,8420,Short Term
"009-0218",4U : Urban Minor Arterial,33.081809,-83.224204,2025,7290,Estimated,366,164,0.721,0.111,0.107,0.6,9190,Short Term
"009-0223",5U : Urban Major Collector,33.067957,-83.222049,2025,3130,Estimated,99,12,0.389,0.032,0.1033,0.52,3940,Short Term
"009-0225",4R : Rural Minor Arterial,33.021049,-83.200199,2025,2490,Estimated,120,83,0.488,0.407,0.122,0.67,4780,Short Term
"009-0227",4U : Urban Minor Arterial,33.037202,-83.209878,2025,3370,Estimated,118,53,0.27,0.18,0.115,0.51,4250,Short Term
"009-0229",4U : Urban Minor Arterial,33.047577,-83.212574,2025,4230,Estimated,175,67,0.287,0.12,0.1007,0.51,5330,Short Term
"009-0232",4U : Urban Minor Arterial,33.055128,-83.214583,2025,4730,Estimated,138,54,0.256,0.214,0.1096,0.54,5960,Short Term
"009-0234",4U : Urban Minor Arterial,33.062087,-83.216353,2025,8930,Estimated,230,55,0.237,0.062,0.0938,0.55,11300,Short Term
"009-0236",4U : Urban Minor Arterial,33.074305,-83.221601,2025,7560,Estimated,243,60,0.174,0.053,0.1,0.52,9530,Short Term
"009-0241",5R : Rural Major Collector,33.123666,-83.295055,2025,4490,Estimated,214,74,0.406,0.18,0.1213,0.59,5660,Short Term
"009-0243",5R : Rural Major Collector,33.128167,-83.304864,2025,3410,Estimated,237,101,0.297,0.119,0.1001,0.66,4400,Short Term
"009-0245",5R : Rural Major Collector,33.156928,-83.350790,2025,4100,Actual,348,95,0.687,0.125,0.0825,0.61,5910,Short Term
"009-0247",5R : Rural Major Collector,32.964858,-83.289804,2025,2510,Estimated,106,71,0.363,0.202,0.1016,0.54,3160,Short Term
"009-0249",6R : Rural Minor Collector,32.996229,-83.294069,2025,360,Estimated,,,,,0.12,0.57,450,Short Term
"009-0252",5R : Rural Major Collector,32.984828,-83.271931,2025,3230,Estimated,157,101,0.345,0.219,0.0936,0.63,4070,Short Term
"009-0254",5R : Rural Major Collector,33.008405,-83.246651,2025,4570,Estimated,194,100,0.376,0.155,0.1102,0.66,5760,Short Term
"009-0256",5R : Rural Major Collector,33.002512,-83.363576,2025,500,Actual,50,31,1.613,1.411,0.0907,0.53,630,Short Term
"009-0258",5R : Rural Major Collector,32.985796,-83.322434,2025,460,Estimated,,,,,0.108,0.65,580,Short Term
"009-0261",5R : Rural Major Collector,33.000982,-83.271305,2025,810,Estimated,,,,,0.1177,0.68,1020,Short Term
"009-0263",6R : Rural Minor Collector,32.975008,-83.332613,2025,320,Actual,30,23,0.952,0.952,0.1111,0.57,400,Short Term
"009-0265",6R : Rural Minor Collector,32.968373,-83.303659,2025,330,Actual,,,,,0.0784,0.63,480,Short Term
"009-0267",6R : Rural Minor Collector,32.975991,-83.290807,2025,210,Estimated,,,,,0.1416,0.52,270,Short Term
"009-0269",4U : Urban Minor Arterial,33.054154,-83.266707,2025,2350,Estimated,,,,,0.1171,0.54,2960,Short Term
"009-0271",4U : Urban Minor Arterial,33.053440,-83.248125,2025,4360,Actual,158,16,0.23,0.023,0.0845,0.54,5490,Short Term
"009-0272",5R : Rural Major Collector,33.074236,-83.392028,2025,350,Estimated,,,,,0.1096,0.63,440,Short Term
"009-0283",4U : Urban Minor Arterial,33.083583,-83.225826,2025,7780,Estimated,,,,,0.1161,0.57,9800,Short Term
"009-0285",4U : Urban Minor Arterial,33.087472,-83.227081,2025,16000,Estimated,748,224,0.287,0.089,0.1002,0.51,20200,Short Term
"009-0287",4U : Urban Minor Arterial,33.096627,-83.229667,2025,10700,Estimated,,,,,0.1099,0.58,13500,Short Term
"009-0292",4U : Urban Minor Arterial,33.109599,-83.231813,2025,10200,Estimated,,,,,0.1088,0.58,12900,Short Term
"009-0294",4U : Urban Minor Arterial,33.120206,-83.233614,2025,7490,Estimated,,,,,0.1204,0.6,9440,Short Term
"009-0296",4U : Urban Minor Arterial,33.141728,-83.244874,2025,7390,Actual,561,77,1.312,0.135,0.1132,0.53,9310,Short Term
"009-0298",4R : Rural Minor Arterial,33.150175,-83.270491,2025,7570,Estimated,,,,,0.11,0.54,10200,Short Term
"009-0301",5R : Rural Major Collector,33.103313,-83.187553,2025,4040,Estimated,122,51,0.343,0.114,0.0905,0.65,5090,Short Term
"009-0305",5R : Rural Major Collector,33.077789,-83.196525,2025,3930,Estimated,,,,,0.105,0.58,4950,Short Term
"009-0307",5R : Rural Major Collector,33.062364,-83.139651,2025,2200,Actual,150,15,0.645,0.054,0.0943,0.56,2770,Short Term
"009-0309",5R : Rural Major Collector,33.052351,-83.096703,2025,1210,Estimated,64,23,0.477,0.068,0.1085,0.54,1530,Short Term
"009-0312",5R : Rural Major Collector,33.051394,-83.069715,2025,650,Estimated,49,6,1.097,0,0.1097,0.66,820,Short Term
"009-0314",5R : Rural Major Collector,33.107317,-83.130873,2025,990,Estimated,,,,,0.1007,0.64,1250,Short Term
"009-0316",6R : Rural Minor Collector,33.022224,-83.212930,2025,990,Estimated,,,,,0.1324,0.53,1250,Short Term
"009-0318",5U : Urban Major Collector,33.097480,-83.249816,2025,7540,Estimated,217,41,0.242,0.04,0.1066,0.57,9500,Short Term
"009-0321",3U : Urban Principal Arterial - Other,33.100446,-83.259874,2025,22200,Estimated,653,601,0.155,0.096,0.0978,0.52,28000,Short Term
"009-0323",5U : Urban Major Collector,33.110600,-83.250302,2025,9840,Actual,314,36,0.214,0.02,0.0963,0.55,12400,Short Term
"009-0327",5R : Rural Major Collector,33.038768,-83.355589,2025,360,Estimated,37,7,0.85,0.283,0.1077,0.63,450,Short Term
"009-0329",5U : Urban Major Collector,33.088033,-83.244571,2025,2520,Estimated,59,9,0.165,0,0.106,0.6,3180,Short Term
"009-0332",5U : Urban Major Collector,33.083462,-83.241741,2025,2420,Estimated,71,6,0.125,0,0.1154,0.63,3050,Short Term
"009-0334",5U : Urban Major Collector,33.052300,-83.229300,2025,1520,Actual,,,,,0.1061,0.54,1920,Short Term
"009-0336",6U : Urban Minor Collector,33.051672,-83.222118,2025,1270,Actual,32,5,0.314,0,0.0911,0.63,1600,Short Term
"009-0341",5U : Urban Major Collector,33.078858,-83.226395,2025,7270,Estimated,,,,,0.1257,0.57,9160,Short Term
"009-0345",5U : Urban Major Collector,33.083457,-83.227680,2025,3690,Estimated,,,,,0.1156,0.52,4650,Short Term
"009-0349",5U : Urban Major Collector,33.063076,-83.223289,2025,1530,Actual,38,3,0.196,0,0.0982,0.6,1930,Short Term
"009-0352",6U : Urban Minor Collector,33.064855,-83.222223,2025,1810,Estimated,,,,,0.1119,0.52,2280,Short Term
"009-0356",6U : Urban Minor Collector,33.067092,-83.221329,2025,220,Actual,,,,,0.1124,0.52,280,Short Term
"009-0358",6U : Urban Minor Collector,33.073277,-83.223087,2025,320,Actual,11,1,0.266,0,0.1056,0.53,400,Short Term
"009-0363",5U : Urban Major Collector,33.057000,-83.235900,2025,790,Actual,,,,,0.1076,0.53,1000,Short Term
"009-0365",5U : Urban Major Collector,33.064183,-83.233166,2025,1480,Estimated,,,,,0.1106,0.5,1870,Short Term
"009-0369",6U : Urban Minor Collector,33.086500,-83.233873,2025,890,Estimated,,,,,0.132,0.61,1200,Short Term
"009-0372",5U : Urban Major Collector,33.069887,-83.226249,2025,2240,Estimated,,,,,0.1165,0.53,2820,Short Term
"009-0374",5U : Urban Major Collector,33.070003,-83.225008,2025,2620,Actual,,,,,0.1022,0.54,3300,Short Term
"009-0376",5U : Urban Major Collector,33.074466,-83.226945,2025,2470,Estimated,53,3,0.123,0,0.1258,0.6,3110,Short Term
"009-0378",5U : Urban Major Collector,33.076979,-83.227679,2025,1500,Estimated,71,1,0.338,0,0.1103,0.52,1890,Short Term
"009-0381",5U : Urban Major Collector,33.081675,-83.228993,2025,2380,Estimated,,,,,0.1162,0.57,3000,Short Term
"009-0385",6U : Urban Minor Collector,33.082223,-83.234433,2025,4340,Estimated,,,,,0.1019,0.55,5470,Short Term
"009-0387",4U : Urban Minor Arterial,33.093030,-83.234595,2025,10500,Estimated,,,,,0.0941,0.54,13200,Short Term
"009-0391",4U : Urban Minor Arterial,33.090645,-83.248962,2025,3540,Estimated,176,46,0.042,0.013,0.1054,0.55,4460,Short Term
"009-0401",4U : Urban Minor Arterial,33.055693,-83.238801,2025,5160,Actual,124,21,0.252,0.019,0.0897,0.52,6500,Short Term
"009-0404",6U : Urban Minor Collector,33.039449,-83.232579,2025,940,Estimated,,,,,0.1003,0.59,1180,Short Term
"009-0407",6U : Urban Minor Collector,33.076135,-83.238005,2025,2660,Actual,48,3,0.263,0,0.0935,0.52,3350,Short Term
"009-0412",6U : Urban Minor Collector,33.098181,-83.240866,2025,4560,Estimated,91,7,0.092,0,0.1198,0.51,7890,Short Term
"009-0414",6U : Urban Minor Collector,33.101420,-83.235502,2025,2050,Estimated,28,1,0.05,0,0.0983,0.56,2580,Short Term
"009-0416",5U : Urban Major Collector,33.089303,-83.229384,2025,2030,Estimated,,,,,0.1132,0.64,2560,Short Term
"009-0418",3U : Urban Principal Arterial - Other,33.032755,-83.249055,2025,9870,Estimated,522,616,0.549,0.244,0.0992,0.57,12400,Short Term
"009-0420",3U : Urban Principal Arterial - Other,33.063004,-83.250532,2025,10800,Estimated,578,805,0.512,0.465,0.0974,0.6,13600,Short Term
"009-0422",3U : Urban Principal Arterial - Other,33.084823,-83.260910,2025,17800,Estimated,835,719,0.427,0.174,0.0955,0.55,22500,Short Term
"009-0424",4U : Urban Minor Arterial,33.071845,-83.254040,2025,8720,Estimated,487,290,0.609,0.138,0.1198,0.55,11000,Short Term
"009-0426",5U : Urban Major Collector,33.087684,-83.268513,2025,3730,Estimated,125,23,0.57,0.027,0.218,0.54,4700,Short Term
"009-0428",5U : Urban Major Collector,33.060860,-83.247562,2025,1390,Estimated,,,,,0.1115,0.6,1910,Short Term
"009-0430",5U : Urban Major Collector,33.069650,-83.238144,2025,2540,Estimated,,,,,0.1087,0.62,3400,Short Term
"009-0432",5U : Urban Major Collector,33.071919,-83.246390,2025,4200,Estimated,177,14,,,0.0967,0.52,5290,Short Term
