Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"139-8009",7U : Urban Local,34.351287,-83.839023,2025,100,Estimated,4,1,0,0,0.1741,0.5,210,Short Term
"139-8013",7U : Urban Local,34.221205,-83.868636,2025,730,Actual,58,5,1.374,0.275,0.1181,0.5,920,Short Term
"139-8015",7R : Rural Local,34.440069,-83.914305,2025,160,Estimated,14,2,1.945,0,0.1362,0.62,200,Short Term
"139-8019",7U : Urban Local,34.341049,-83.878863,2025,20,Actual,1,0,4.545,0,0.3182,0.57,60,Short Term
"139-8021",7U : Urban Local,34.350330,-83.912867,2025,2430,Actual,142,18,0.411,0.041,0.1185,0.62,3330,Short Term
"139-8025",7U : Urban Local,34.323444,-83.920974,2025,1140,Estimated,,,,,0.1132,0.55,1950,Short Term
"139-8027",7U : Urban Local,34.314359,-83.900624,2025,940,Estimated,48,6,0.228,0,0.1035,0.64,1200,Short Term
"139-8031",7U : Urban Local,34.320678,-83.871749,2025,80,Estimated,2,0,1.487,0,0.1338,0.67,120,Short Term
"139-8033",7U : Urban Local,34.293539,-83.867455,2025,130,Estimated,,,,,0.196,0.58,160,Short Term
"139-8037",7U : Urban Local,34.276321,-83.837496,2025,60,Actual,3,0,3.571,0,0.1429,0.63,140,Short Term
"139-8039",7U : Urban Local,34.286782,-83.848504,2025,750,Estimated,,,,,0.0999,0.77,950,Short Term
"139-8043",7U : Urban Local,34.258984,-83.942682,2025,220,Actual,,,,,0.1089,0.58,550,Short Term
"139-8045",7U : Urban Local,34.278564,-83.882420,2025,680,Estimated,28,6,0.504,0,0.0941,0.5,860,Short Term
"139-8051",7U : Urban Local,34.252095,-83.839375,2025,40,Actual,2,0,0,0,0.2308,0.67,80,Short Term
"139-8053",7U : Urban Local,34.246409,-83.898797,2025,1460,Actual,,,,,0.1063,0.59,1910,Short Term
"139-8057",7U : Urban Local,34.225353,-83.887149,2025,580,Actual,,,,,0.1051,0.61,730,Short Term
"139-8059",5U : Urban Major Collector,34.223866,-83.881092,2025,1910,Estimated,,,,,0.1065,0.58,2410,Short Term
"139-8063",7U : Urban Local,34.351920,-83.821088,2025,110,Estimated,3,1,0,0,0.1526,0.53,220,Short Term
"139-8069",5U : Urban Major Collector,34.147399,-83.928281,2025,9940,Actual,301,66,0.152,0.038,0.1175,0.74,18200,Short Term
"139-8071",7U : Urban Local,34.267783,-83.800658,2025,2400,Actual,343,218,0.709,0.167,0.0947,0.54,4880,Short Term
"139-8075",7U : Urban Local,34.289481,-83.805041,2025,80,Estimated,,,,,0.1416,0.73,100,Short Term
"139-8077",7R : Rural Local,34.231669,-83.724990,2025,570,Actual,40,2,1.047,0,0.2356,0.61,720,Short Term
"139-8083",7U : Urban Local,34.292338,-83.789711,2025,1000,Estimated,,,,,0.1133,0.5,1260,Short Term
"139-8087",7U : Urban Local,34.331587,-83.785778,2025,4590,Actual,,,,,0.1129,0.63,5780,Short Term
"139-8089",7R : Rural Local,34.438734,-83.626444,2025,220,Estimated,,,,,0.1692,0.53,370,Short Term
"139-8093",7U : Urban Local,34.332296,-83.931247,2025,120,Estimated,4,0,0,0,0.152,0.56,170,Short Term
"139-8095",7R : Rural Local,34.481035,-83.795874,2025,80,Actual,4,0,0,0,0.1646,0.54,100,Short Term
"139-8099",7U : Urban Local,34.239772,-83.896847,2025,470,Actual,32,1,0.214,0,0.1071,0.6,700,Short Term
"139-8101",7U : Urban Local,34.339161,-83.885361,2025,70,Estimated,5,1,3.181,1.591,0.1909,0.83,150,Short Term
"139-8105",7U : Urban Local,34.288292,-83.791906,2025,390,Actual,30,2,0.51,0,0.1046,0.51,590,Short Term
"139-8109",6R : Rural Minor Collector,34.212058,-83.779552,2025,5560,Actual,367,50,0.486,0.108,0.124,0.66,11900,Short Term
"139-8113",7U : Urban Local,34.342915,-83.908464,2025,340,Estimated,17,0,1.007,0,0.1242,0.57,880,Short Term
"139-8115",7U : Urban Local,34.279438,-83.902015,2025,210,Actual,22,1,1.435,0,0.1148,0.58,270,Short Term
"139-8119",7U : Urban Local,34.364492,-83.862558,2025,250,Estimated,,,,,0.1168,0.61,430,Short Term
"139-8121",7U : Urban Local,34.186608,-83.850352,2025,250,Estimated,14,2,0.422,0,0.1097,0.62,750,Short Term
"139-8125",7U : Urban Local,34.309083,-83.820315,2025,50,Estimated,,,,,,,60,Short Term
"139-8127",7U : Urban Local,34.322500,-83.836426,2025,40,Actual,1,0,2.703,0,0.2432,0.56,50,Short Term
"139-8131",7U : Urban Local,34.301641,-83.831144,2025,210,Estimated,,,,,,,270,Short Term
"139-8133",7U : Urban Local,34.291273,-83.823800,2025,900,Estimated,,,,,0.1,0.53,1330,Short Term
"139-8137",7U : Urban Local,34.301630,-83.821593,2025,2010,Actual,,,,,0.1588,0.56,2530,Short Term
"139-8139",7U : Urban Local,34.273324,-83.824415,2025,2630,Estimated,,,,,0.1024,1,6500,Short Term
"139-8143",7U : Urban Local,34.271214,-83.825879,2025,430,Estimated,,,,,,,540,Short Term
"139-8145",7U : Urban Local,34.350494,-83.781425,2025,20,Actual,4,0,0,0,0.3529,0.67,60,Short Term
"139-8148",7R : Rural Local,34.496771,-83.771521,2025,350,Estimated,29,3,1.175,0.294,0.0989,0.53,440,Short Term
"139-8149",7R : Rural Local,34.477659,-83.826467,2025,380,Actual,28,13,0.604,0.302,0.1036,0.51,480,Short Term
"139-8150",7R : Rural Local,34.493194,-83.835882,2025,150,Estimated,9,1,0,0,0.1216,0.81,190,Short Term
"139-8151",7R : Rural Local,34.457462,-83.800059,2025,390,Estimated,25,2,0.568,0,0.1193,0.64,710,Short Term
"139-8152",7R : Rural Local,34.463049,-83.793179,2025,280,Estimated,18,0,0.374,0,0.1234,0.61,350,Short Term
"139-8153",7R : Rural Local,34.439336,-83.818579,2025,1300,Estimated,114,19,0.861,0.258,0.1024,0.61,2360,Short Term
"139-8154",7R : Rural Local,34.473774,-83.873005,2025,90,Estimated,11,1,2.424,0,0.1454,0.75,160,Short Term
"139-8155",7R : Rural Local,34.466986,-83.865950,2025,200,Estimated,19,3,0.536,0,0.134,0.72,530,Short Term
"139-8156",7R : Rural Local,34.432481,-83.833032,2025,1790,Actual,115,19,0.504,0.224,0.1181,0.62,3370,Short Term
"139-8157",7R : Rural Local,34.415610,-83.818440,2025,1000,Estimated,64,9,1.009,0.101,0.1564,0.53,1360,Short Term
"139-8158",6U : Urban Minor Collector,34.404432,-83.817132,2025,4520,Actual,367,55,0.664,0.098,0.1001,0.56,6460,Short Term
"139-8159",6R : Rural Minor Collector,34.404062,-83.794933,2025,1970,Estimated,111,19,0.433,0.162,0.1227,0.52,3770,Short Term
"139-8160",7R : Rural Local,34.414952,-83.795113,2025,90,Estimated,7,0,0,0,0.1299,0.64,110,Short Term
"139-8161",7R : Rural Local,34.436853,-83.882096,2025,480,Actual,38,4,1.373,0.196,0.1008,0.59,610,Short Term
"139-8162",7R : Rural Local,34.454376,-83.875500,2025,140,Estimated,25,1,3.521,0,0.162,0.7,230,Short Term
"139-8164",7R : Rural Local,34.454156,-83.894458,2025,20,Estimated,4,2,14.286,0,0.2,0.6,30,Short Term
"139-8165",7R : Rural Local,34.389402,-83.943492,2025,1770,Estimated,113,14,0.802,0.057,0.1117,0.53,3560,Short Term
"139-8166",7U : Urban Local,34.285321,-83.839864,2025,210,Actual,10,1,0.945,0,0.1147,0.63,270,Short Term
"139-8167",7U : Urban Local,34.271239,-83.847745,2025,2910,Actual,146,16,0.515,0,0.1075,0.56,5130,Short Term
"139-8168",7U : Urban Local,34.267249,-83.869434,2025,5340,Actual,,,,,0.0976,0.57,10400,Short Term
"139-8169",7U : Urban Local,34.247208,-83.890693,2025,5420,Actual,,,,,0.0935,0.58,7740,Short Term
"139-8170",7U : Urban Local,34.394189,-83.797530,2025,690,Estimated,45,6,1.022,0,0.1256,0.56,870,Short Term
"139-8171",5U : Urban Major Collector,34.215391,-83.880938,2025,5180,Actual,,,,,0.1058,0.59,6530,Short Term
"139-8173",7U : Urban Local,34.177124,-83.924300,2025,940,Actual,35,1,0.533,0,0.0949,0.63,2420,Short Term
"139-8174",7U : Urban Local,34.128234,-83.901048,2025,2010,Actual,96,16,0.447,0.149,0.1107,0.51,3150,Short Term
"139-8175",7U : Urban Local,34.156899,-83.847413,2025,950,Estimated,47,4,0.954,0,0.1994,0.51,1920,Short Term
"139-8176",7U : Urban Local,34.193213,-83.821646,2025,60,Actual,7,1,3.571,1.786,0.25,0.5,80,Short Term
"139-8177",7U : Urban Local,34.191095,-83.828301,2025,2020,Actual,97,20,0.546,0.099,0.1176,0.59,2770,Short Term
"139-8178",7R : Rural Local,34.217801,-83.768524,2025,140,Actual,11,1,0.694,0,0.1319,0.63,180,Short Term
"139-8180",6R : Rural Minor Collector,34.208127,-83.752670,2025,3180,Actual,325,82,0.755,0.094,0.1151,0.64,5710,Short Term
"139-8181",7R : Rural Local,34.211201,-83.738164,2025,110,Estimated,17,5,1.075,0,0.1613,0.6,200,Short Term
"139-8182",6R : Rural Minor Collector,34.232442,-83.711012,2025,2000,Estimated,121,11,,,0.1106,0.62,3370,Short Term
"139-8183",6R : Rural Minor Collector,34.224284,-83.711445,2025,1760,Estimated,75,14,0.237,0.059,0.111,0.69,2220,Short Term
"139-8184",7R : Rural Local,34.241428,-83.728734,2025,910,Actual,29,1,0.264,0,0.2218,0.53,1770,Short Term
"139-8185",6R : Rural Minor Collector,34.245701,-83.735176,2025,1050,Actual,49,1,0.668,0,0.1517,0.69,1320,Short Term
"139-8186",7R : Rural Local,34.253025,-83.715810,2025,980,Estimated,68,7,0.519,0,0.1317,0.6,1450,Short Term
"139-8187",6R : Rural Minor Collector,34.262896,-83.669178,2025,860,Estimated,,,,,0.0925,0.57,1900,Short Term
"139-8188",7R : Rural Local,34.423713,-83.736309,2025,580,Actual,43,9,1.453,0,0.144,0.64,850,Short Term
"139-8189",7R : Rural Local,34.314329,-83.695916,2025,340,Estimated,16,3,0.321,0,0.093,0.59,430,Short Term
"139-8190",7R : Rural Local,34.298954,-83.742759,2025,1260,Estimated,63,4,0.354,0,0.1301,0.65,2410,Short Term
"139-8191",6R : Rural Minor Collector,34.288151,-83.723166,2025,1960,Estimated,76,6,0.367,0,0.1584,0.58,2470,Short Term
"139-8192",7R : Rural Local,34.303244,-83.700421,2025,70,Actual,13,1,1.886,1.886,0.1287,0.6,120,Short Term
"139-8193",7R : Rural Local,34.311319,-83.699991,2025,40,Estimated,4,1,5.624,0,0.1969,0.57,50,Short Term
"139-8194",7R : Rural Local,34.298052,-83.723017,2025,370,Estimated,,,,,0.114,0.52,480,Short Term
"139-8195",6R : Rural Minor Collector,34.288448,-83.734869,2025,790,Actual,43,5,0.378,0,0.1324,0.51,1570,Short Term
"139-8196",7R : Rural Local,34.463538,-83.754717,2025,260,Estimated,23,21,0,0.419,0.1375,0.62,330,Short Term
"139-8197",7R : Rural Local,34.173797,-83.790966,2025,310,Estimated,21,4,1.018,0.339,0.1323,0.51,520,Short Term
"139-8198",7U : Urban Local,34.347094,-83.779869,2025,2320,Actual,158,269,0.56,0.732,0.1434,0.85,5040,Short Term
"139-8199",7U : Urban Local,34.334141,-83.800192,2025,100,Actual,19,0,4,0,0.19,0.53,130,Short Term
"139-8200",7R : Rural Local,34.332709,-83.757329,2025,370,Actual,25,4,0.536,0,0.1341,0.62,690,Short Term
"139-8201",7R : Rural Local,34.360409,-83.732437,2025,480,Actual,35,5,0.628,0,0.1234,0.68,760,Short Term
"139-8203",7R : Rural Local,34.367130,-83.727533,2025,90,Estimated,9,0,0,0,0.1394,0.58,180,Short Term
"139-8204",7R : Rural Local,34.372010,-83.711445,2025,50,Actual,0,0,0,0,0.1764,0.6,60,Short Term
"139-8205",7R : Rural Local,34.443967,-83.691795,2025,540,Actual,71,13,2.679,0.731,0.0988,0.71,680,Short Term
"139-8206",6U : Urban Minor Collector,34.146949,-83.879883,2025,5410,Actual,232,26,0.574,0.019,0.1062,0.51,8970,Short Term
"139-8207",5U : Urban Major Collector,34.138970,-83.847887,2025,4230,Actual,167,23,0.377,0.027,0.1046,0.54,9380,Short Term
"139-8208",7U : Urban Local,34.264421,-83.861325,2025,2480,Estimated,297,154,1.449,0.597,0.0946,0.58,3300,Short Term
"139-8209",7R : Rural Local,34.386592,-83.667814,2025,320,Actual,4,1,0.725,0.242,0.1348,0.58,400,Short Term
"139-8210",7U : Urban Local,34.277667,-83.848444,2025,4620,Estimated,296,73,0.175,0.153,0.1032,0.59,5970,Short Term
"139-8211",7U : Urban Local,34.320606,-83.809001,2025,5970,Estimated,203,17,0.35,0.035,0.1098,0.52,13000,Short Term
"139-R209",1U : Urban Principal Arterial - Interstate,34.138931,-83.950248,2025,9310,Estimated,,,,,0.0984,1,14300,Short Term
"139-R210",1U : Urban Principal Arterial - Interstate,34.140503,-83.948654,2025,8330,Estimated,,,,,0.0872,1,13800,Short Term
"139-R217",1U : Urban Principal Arterial - Interstate,34.177622,-83.914378,2025,5950,Actual,,,,,0.0967,1,7500,Short Term
"139-R218",1U : Urban Principal Arterial - Interstate,34.179470,-83.912867,2025,6180,Estimated,,,,,0.0902,1,7790,Short Term
"139-R221",1U : Urban Principal Arterial - Interstate,34.199895,-83.892711,2025,5000,Estimated,,,,,0.075,1,7390,Short Term
"139-R222",1U : Urban Principal Arterial - Interstate,34.202713,-83.890404,2025,3500,Estimated,,,,,0.1309,1,5170,Short Term
"139-R223",1U : Urban Principal Arterial - Interstate,34.223655,-83.867753,2025,8930,Estimated,,,,,0.0898,1,11300,Short Term
"139-R224",1U : Urban Principal Arterial - Interstate,34.226080,-83.863475,2025,4330,Estimated,211,126,0.465,0.148,0.0808,1,5460,Short Term
"139-R225",1U : Urban Principal Arterial - Interstate,34.227178,-83.862551,2025,3490,Actual,,,,,0.1044,1,4400,Short Term
"139-R226",1U : Urban Principal Arterial - Interstate,34.229925,-83.856273,2025,10900,Estimated,,,,,0.0843,1,15900,Short Term
"139-R227",1U : Urban Principal Arterial - Interstate,34.231659,-83.850795,2025,12900,Estimated,,,,,0.0804,1,16300,Short Term
"139-R229",1U : Urban Principal Arterial - Interstate,34.265237,-83.820030,2025,7190,Estimated,,,,,0.1061,1,9060,Short Term
"139-R230",1U : Urban Principal Arterial - Interstate,34.266786,-83.820032,2025,4790,Estimated,,,,,0.1437,1,7170,Short Term
"139-R231",1U : Urban Principal Arterial - Interstate,34.283182,-83.806055,2025,13200,Estimated,,,,,0.0796,1,16600,Short Term
"139-R232",1U : Urban Principal Arterial - Interstate,34.284487,-83.805825,2025,3130,Actual,,,,,0.0896,1,3940,Short Term
"139-R233",1U : Urban Principal Arterial - Interstate,34.313525,-83.787869,2025,8000,Estimated,,,,,0.0873,1,12100,Short Term
"139-R234",1U : Urban Principal Arterial - Interstate,34.318391,-83.788172,2025,5030,Estimated,,,,,0.1051,1,6770,Short Term
"139-R809",1U : Urban Principal Arterial - Interstate,34.141204,-83.950087,2025,8680,Actual,,,,,0.1201,1,12900,Short Term
"139-R810",1U : Urban Principal Arterial - Interstate,34.139801,-83.951583,2025,8320,Actual,,,,,0.0776,1,15300,Short Term
"139-R817",1U : Urban Principal Arterial - Interstate,34.180276,-83.914012,2025,5290,Estimated,,,,,0.0968,1,6670,Short Term
"139-R818",1U : Urban Principal Arterial - Interstate,34.178303,-83.915758,2025,5610,Actual,,,,,0.0962,1,7070,Short Term
"139-R820",1U : Urban Principal Arterial - Interstate,34.233468,-83.849605,2025,12300,Estimated,,,,,0.0826,1,15500,Short Term
"139-R821",1U : Urban Principal Arterial - Interstate,34.203980,-83.892528,2025,3550,Estimated,,,,,0.0958,1,5240,Short Term
"139-R822",1U : Urban Principal Arterial - Interstate,34.201215,-83.894297,2025,4780,Estimated,,,,,0.094,1,7060,Short Term
"139-R823",1U : Urban Principal Arterial - Interstate,34.226809,-83.864579,2025,3590,Actual,,,,,0.081,1,4520,Short Term
"139-R824",1U : Urban Principal Arterial - Interstate,34.225358,-83.866922,2025,8410,Estimated,,,,,0.0847,1,10600,Short Term
"139-R825",1U : Urban Principal Arterial - Interstate,34.222063,-83.871032,2025,12900,Estimated,,,,,0.0765,1,16300,Short Term
"139-R826",1U : Urban Principal Arterial - Interstate,34.231671,-83.853182,2025,7820,Estimated,,,,,0.0872,1,11600,Short Term
"139-R827",1U : Urban Principal Arterial - Interstate,34.231314,-83.856014,2025,3330,Actual,,,,,0.0872,1,4920,Short Term
"139-R829",1U : Urban Principal Arterial - Interstate,34.267848,-83.820896,2025,4610,Estimated,,,,,0.1278,1,6470,Short Term
"139-R830",1U : Urban Principal Arterial - Interstate,34.266829,-83.821495,2025,7490,Estimated,,,,,0.1012,1,10100,Short Term
"139-R831",1U : Urban Principal Arterial - Interstate,34.283841,-83.808179,2025,3660,Actual,,,,,0.0829,1,5410,Short Term
"139-R832",1U : Urban Principal Arterial - Interstate,34.283226,-83.808749,2025,12200,Estimated,,,,,0.0983,1,15400,Short Term
"139-R833",1U : Urban Principal Arterial - Interstate,34.318573,-83.789337,2025,5800,Estimated,,,,,0.1037,1,8100,Short Term
"139-R834",1U : Urban Principal Arterial - Interstate,34.313431,-83.788600,2025,9160,Estimated,,,,,0.0993,1,13600,Short Term
"141-0104",5R : Rural Major Collector,33.108972,-82.968902,2025,430,Actual,36,9,0.336,0,0.1051,0.55,540,Short Term
"141-0105",5R : Rural Major Collector,33.117380,-82.994903,2025,260,Actual,25,17,1.167,0.778,0.1245,0.56,330,Short Term
"141-0107",5R : Rural Major Collector,33.125801,-83.004976,2025,150,Actual,13,10,1.342,2.013,0.1074,0.63,270,Short Term
"141-0110",5R : Rural Major Collector,33.231009,-82.977599,2025,590,Actual,49,8,0.68,0.17,0.1071,0.67,1070,Short Term
"141-0112",5R : Rural Major Collector,33.274025,-82.972720,2025,1380,Actual,,,,,0.1225,0.53,1780,Short Term
"141-0116",5R : Rural Major Collector,33.123233,-83.083831,2025,830,Actual,42,12,0.481,0,0.083,0.54,1050,Short Term
"141-0118",5R : Rural Major Collector,33.154694,-83.025861,2025,390,Actual,46,3,1.164,0.291,0.0974,0.6,490,Short Term
"141-0120",4R : Rural Minor Arterial,33.180226,-83.076771,2025,3630,Estimated,166,200,0.118,0.296,0.1,0.54,4570,Short Term
"141-0121",4R : Rural Minor Arterial,33.252204,-83.024346,2025,3910,Actual,272,243,0.511,0.23,0.0772,0.65,4930,Short Term
"141-0123",4R : Rural Minor Arterial,33.274116,-82.985286,2025,4230,Actual,247,216,0.449,0.402,0.0865,0.6,5330,Short Term
"141-0125",4R : Rural Minor Arterial,33.278439,-82.976896,2025,5000,Actual,376,531,0.919,0.839,0.1045,0.5,6580,Short Term
"141-0127",4R : Rural Minor Arterial,33.294325,-82.969238,2025,4400,Actual,288,505,1.022,0.568,0.1138,0.57,6580,Short Term
"141-0129",5R : Rural Major Collector,33.325214,-82.954217,2025,780,Actual,78,115,1.54,1.027,0.104,0.62,980,Short Term
"141-0130",5R : Rural Major Collector,33.371214,-82.918583,2025,340,Actual,49,27,1.466,0,0.1173,0.55,430,Short Term
"141-0131",6R : Rural Minor Collector,33.217510,-83.115143,2025,750,Actual,74,24,1.745,0.403,0.102,0.53,1340,Short Term
"141-0132",6R : Rural Minor Collector,33.220864,-83.090320,2025,490,Actual,,,,,0.0941,0.52,620,Short Term
"141-0134",5R : Rural Major Collector,33.122401,-83.005141,2025,270,Estimated,,,,,0.1511,0.71,370,Short Term
"141-0138",5R : Rural Major Collector,33.344200,-83.123002,2025,1420,Estimated,107,117,0.597,0.597,0.0926,0.55,1970,Short Term
"141-0140",5R : Rural Major Collector,33.315323,-83.034747,2025,1460,Actual,169,161,0.616,1.027,0.0986,0.61,1840,Short Term
"141-0143",5R : Rural Major Collector,33.280153,-82.971625,2025,2270,Actual,99,18,0.44,0.088,0.0968,0.56,2860,Short Term
"141-0144",5R : Rural Major Collector,33.285486,-82.974424,2025,2350,Actual,83,17,0.552,0.17,0.1041,0.53,2960,Short Term
"141-0145",4R : Rural Minor Arterial,33.277587,-82.967587,2025,3070,Actual,329,256,0.88,1.01,0.0818,0.52,3870,Short Term
"141-0147",4R : Rural Minor Arterial,33.301566,-82.911576,2025,1800,Actual,121,176,0.723,0.668,0.084,0.6,2270,Short Term
"141-0149",4R : Rural Minor Arterial,33.310379,-82.834659,2025,1730,Estimated,179,247,0.498,0.685,0.0866,0.58,2180,Short Term
"141-0150",4R : Rural Minor Arterial,33.295137,-82.784030,2025,1600,Estimated,199,178,1.266,0.267,0.072,0.55,2020,Short Term
"141-0152",5R : Rural Major Collector,33.340500,-83.077522,2025,130,Actual,20,20,3.175,0.794,0.1349,0.53,220,Short Term
"141-0154",5R : Rural Major Collector,33.362509,-82.890222,2025,180,Actual,13,2,2.117,0.706,0.1361,0.5,230,Short Term
"141-0157",5R : Rural Major Collector,33.240639,-82.779016,2025,310,Estimated,,,,,0.0979,0.8,390,Short Term
"141-0159",5R : Rural Major Collector,33.289523,-82.787301,2025,250,Actual,54,7,1.449,2.899,0.1273,0.58,320,Short Term
"141-0163",5R : Rural Major Collector,33.324654,-82.810888,2025,160,Actual,12,26,0.633,1.899,0.1139,0.67,210,Short Term
"141-0165",5R : Rural Major Collector,33.364047,-82.832858,2025,180,Actual,20,32,1.63,1.087,0.0924,0.82,230,Short Term
"141-0167",5R : Rural Major Collector,33.362855,-82.803714,2025,240,Estimated,14,8,0.862,0,0.1164,0.56,300,Short Term
"141-0169",4R : Rural Minor Arterial,33.189585,-82.875383,2025,2260,Actual,184,546,0.752,1.503,0.0743,0.52,2850,Short Term
"141-0172",4R : Rural Minor Arterial,33.250231,-82.927062,2025,2560,Actual,196,549,0.509,1.721,0.0708,0.52,3230,Short Term
"141-0174",4R : Rural Minor Arterial,33.266940,-82.949091,2025,3670,Estimated,264,471,0.996,1.347,0.0881,0.53,4620,Short Term
"141-0176",4R : Rural Minor Arterial,33.271136,-82.960786,2025,4840,Actual,313,516,0.372,1.033,0.0798,0.58,6100,Short Term
"141-0178",4R : Rural Minor Arterial,33.332165,-82.985808,2025,2040,Actual,85,366,0.283,1.301,0.0796,0.6,2780,Short Term
"141-0180",4R : Rural Minor Arterial,33.379954,-83.019728,2025,2070,Estimated,185,413,0.872,1.232,0.0975,0.56,3580,Short Term
"141-0182",5R : Rural Major Collector,33.256549,-82.864263,2025,390,Actual,14,23,0.567,0,0.1259,0.76,490,Short Term
"141-0188",5R : Rural Major Collector,33.240913,-82.783454,2025,400,Actual,,,,,0.0986,0.61,500,Short Term
"141-0190",5R : Rural Major Collector,33.243300,-82.777000,2025,390,Actual,28,20,,,0.1069,0.57,490,Short Term
"141-0193",4R : Rural Minor Arterial,33.275612,-82.975228,2025,8050,Actual,499,612,0.348,0.273,0.0749,0.52,10300,Short Term
"141-0195",6R : Rural Minor Collector,33.208503,-83.027001,2025,120,Estimated,,,,,0.1155,0.5,150,Short Term
"141-0208",4R : Rural Minor Arterial,33.275780,-82.975983,2025,2720,Actual,233,232,0.699,0.405,0.0813,1,3430,Short Term
"141-0210",4R : Rural Minor Arterial,33.275763,-82.976622,2025,2680,Actual,211,1,,,0.0952,1,3400,Short Term
"141-0212",4R : Rural Minor Arterial,33.275427,-82.976319,2025,7480,Estimated,,,,,0.0798,0.5,9430,Short Term
"141-0214",5R : Rural Major Collector,33.299988,-82.887942,2025,230,Actual,22,10,0.435,1.304,0.1174,0.7,290,Short Term
"141-0215",5R : Rural Major Collector,33.317813,-82.909306,2025,140,Actual,14,5,2.113,0.704,0.1127,0.69,200,Short Term
"141-0218",5R : Rural Major Collector,33.144701,-83.056311,2025,340,Actual,32,11,1.475,0.295,0.1003,0.53,430,Short Term
"141-7395",6R : Rural Minor Collector,33.081152,-83.049212,2025,270,Estimated,22,7,0.422,0,0.1223,0.59,340,Short Term
"141-8013",6R : Rural Minor Collector,33.230410,-83.129144,2025,80,Actual,11,1,3.659,0,0.1585,0.54,110,Short Term
"141-8022",7R : Rural Local,33.313195,-82.999545,2025,70,Estimated,3,0,0,0,0.1631,0.6,90,Short Term
"141-8025",6R : Rural Minor Collector,33.432939,-83.041491,2025,40,Actual,6,1,7.143,0,0.1667,0.57,100,Short Term
"141-8028",7R : Rural Local,33.419211,-82.922217,2025,30,Estimated,9,1,6.382,0,0.1987,0.71,90,Short Term
"141-8029",7R : Rural Local,33.318197,-82.934513,2025,10,Actual,0,0,0,0,0.2857,0.5,20,Short Term
"141-8031",7R : Rural Local,33.433391,-82.858911,2025,20,Actual,2,0,0,0,0.4348,0.7,30,Short Term
"141-8034",7R : Rural Local,33.324670,-82.874500,2025,170,Estimated,,,,,0.1353,0.5,380,Short Term
"141-8037",6R : Rural Minor Collector,33.174322,-82.979021,2025,60,Estimated,3,1,1.909,0,0.1528,0.5,80,Short Term
"141-8038",7R : Rural Local,33.208857,-82.957830,2025,30,Estimated,3,0,7.71,0,0.2313,0.67,40,Short Term
"141-8040",7R : Rural Local,33.073392,-83.085668,2025,10,Estimated,,,,,0.279,0.5,20,Short Term
"141-8041",7R : Rural Local,33.270973,-83.010763,2025,260,Estimated,,,,,,,330,Short Term
"141-8042",7R : Rural Local,33.187428,-83.023213,2025,40,Estimated,1,4,0,0,0.1892,0.71,50,Short Term
"141-8043",7R : Rural Local,33.222418,-83.073253,2025,110,Actual,3,0,0,0,0.1667,0.53,140,Short Term
"141-8044",7R : Rural Local,33.214070,-83.104256,2025,30,Actual,1,1,0,0,0.1563,0.6,90,Short Term
"141-8045",7R : Rural Local,33.173807,-83.094246,2025,20,Estimated,4,0,5.263,0,0.2105,1,30,Short Term
"141-8046",6R : Rural Minor Collector,33.174637,-83.121304,2025,710,Estimated,64,54,1.29,0.322,0.1004,0.51,1480,Short Term
"141-8047",7R : Rural Local,33.207280,-83.181740,2025,40,Actual,1,1,0,0,0.3947,0.87,50,Short Term
"141-8048",7R : Rural Local,33.215659,-83.197899,2025,910,Actual,271,13,0.809,0,0.1089,0.55,1280,Short Term
"141-8049",6R : Rural Minor Collector,33.316515,-83.091618,2025,360,Actual,32,16,2.62,0.437,0.0963,0.61,590,Short Term
"141-8051",7R : Rural Local,33.303135,-83.108090,2025,10,Actual,3,0,15.385,0,0.6154,0.75,20,Short Term
"141-8053",7R : Rural Local,33.205313,-82.935098,2025,60,Estimated,6,1,0,0,0.1315,0.75,80,Short Term
"141-8054",7R : Rural Local,33.354984,-83.138197,2025,30,Estimated,5,1,3.03,3.03,0.5152,0.65,40,Short Term
"141-8055",7R : Rural Local,33.179264,-83.187135,2025,1330,Actual,108,26,0.603,0.075,0.1026,0.58,2710,Short Term
"141-8056",6R : Rural Minor Collector,33.281102,-83.087359,2025,530,Estimated,37,54,0.058,0.101,0.1183,0.62,1060,Short Term
"143-0101",5R : Rural Major Collector,33.665586,-85.266639,2025,4410,Actual,222,257,,,0.0959,0.58,5560,Short Term
"143-0105",5R : Rural Major Collector,33.675287,-85.263197,2025,5640,Actual,486,148,0.676,0.163,0.0919,0.63,7110,Short Term
"143-0107",5R : Rural Major Collector,33.705939,-85.271484,2025,5170,Actual,466,332,0.696,0.387,0.1022,0.51,7320,Short Term
"143-0109",5R : Rural Major Collector,33.740892,-85.287485,2025,4700,Actual,406,169,0.617,0.149,0.099,0.59,5920,Short Term
"143-0112",5R : Rural Major Collector,33.753285,-85.292464,2025,6810,Actual,451,238,0.47,0.206,0.094,0.52,8580,Short Term
"143-0116",5R : Rural Major Collector,33.759320,-85.293409,2025,5530,Actual,470,262,1.066,0.289,0.1007,0.59,6970,Short Term
"143-0118",5R : Rural Major Collector,33.830995,-85.292940,2025,2310,Estimated,203,295,0.405,0.63,0.0914,0.5,3300,Short Term
